,input_text,target_text
178,"LU Factuality: Also, the visitors with high security clearance should be designated parking spots inside the location.","(security clearance, true); (should, true); (be designated, unknown)"
179,LU Factuality: Cars parked inside the location should have their front facing the fence so they could be used quickly in case of emergency.,"(could, true); (should, true); (facing, true); (parked, true); (be used, unknown); (have their front, unknown)"
180,LU Factuality: All parking regulations of the location should be followed strictly followed.,"(should, true); (be followed, unknown)"
181,LU Factuality: Some buses should be exposed and others should be camouflaged.,"(should, true); (should, true); (be camouflaged, unknown); (be exposed, unknown)"
182,LU Factuality: The buses should have the following:,"(should, true); (have the following, unknown)"
183,LU Factuality: Wireless equipment to report dangerous activities,"(dangerous activities, true); (to report, unknown)"
184,LU Factuality: Writing materials to jot down suspicious activities or license plate numbers.,"(suspicious activities, true); (to jot down, unknown)"
185,LU Factuality: Sand bags arounf the busses to protect them from gun fire.,"(gun fire, true); (to protect, unknown)"
186,LU Factuality: These are camouflaged to look like commercial companies' vehicles or traveling salesmen's vehicles.,"(camouflaged, true); (to look like, unknown)"
187,LU Factuality: They are entrusted with the task of tracking down the movement of strangers who are approaching the location.,"(task, true); (entrusted, true); (approaching, true); (movement, true); (tracking down, true)"
188,LU Factuality: The objective of having kiosks is they serve as communication points between the guards and the visitors or those who are approaching the building and deal with them according to their requirements.,"(objective, true); (having kiosks, true); (is, true); (serve, true); (communication points, true); (approaching, true); (deal with, true); (according to, true); (requirements, true)"
189,LU Factuality: Kiosks should be placed at entrance gates to check visitors when approaching the building.,"(should, true); (approaching, true); (be placed, unknown)"
190,LU Factuality: Kiosks should be placed at key important locations where24 hour security watch is required.,"(should, true); (is required, true); (be placed, unknown)"
191,"LU Factuality: The Kiosk should be designed to stand all weather conditions, and provide a full coverage of the area it is placed at.","(placed at, true); (should, true); (coverage, true); (to stand, unknown); (provide, unknown); (be designed, unknown)"
192,"LU Factuality: The Kiosk should be equipped with wireless communication equipment, and a mechanist to open and close the gate automatically.","(should, true); (equipped with, unknown); (to open and close, unknown)"
193,"LU Factuality: Direct the visitors' cars to special parking spots, away from the fence and the control tower.","(Direct, true)"
194,LU Factuality: The following should be observed:,"(should, true); (should, true); (be observed, unknown); (be observed, unknown)"
195,"LU Factuality: The lower part of the tower should serve as a shelter for the guards, when needed.","(should, true); (serve, unknown); (needed, false)"
196,LU Factuality: Going up the tower should be from inside.,"(Going up, true); (should, true)"
197,"LU Factuality: The towers should be located in a manner where they can easily communicate with one another, and totally cover the area they are guarding.","(should, true); (cover, true); (communicate, true); (guarding, true); (be located, unknown)"
198,LU Factuality: They should have telescopes in order to constantly control the areas around them.,"(should, true); (to constantly control, unknown); (have telescopes, unknown)"
199,LU Factuality: Entrances to the towers should be totally camouflaged.,"(should, true); (be totally camouflaged, unknown)"
200,LU Factuality: They should have a protruding area to better control their surroundings.,"(should, true); (have a protruding area, unknown); (to better control, unknown)"
201,LU Factuality: Outside Patrols,"(Outside Patrols, true)"
202,LU Factuality: The locality cannot be fully protected without having patrols roaming on the outside area of the fence.,"(protected, true); (having patrols, true); (roaming, true)"
203,"LU Factuality: The above mentioned protection procedures are only for observation purposes, while patrols check the fences, the barriers, and the towers, and submit periodic reports on their findings.","(reports, true); (findings, true); (check, true); (submit, true); (protection procedures, true); (are only for observation purposes, true)"
204,LU Factuality: It also checks on guard posts.,"(checks, true)"
205,LU Factuality: They also engage with persons approaching the locality and support the guards in their duties.,"(duties, true); (approaching, true); (support, true); (engage with, true)"
206,LU Factuality: They also provide extra fire power in when guards or other patrols are engaged in a gun battle.,"(fire power, true); (provide, true); (engaged, false); (gun battle, false)"
207,LU Factuality: These patrols are formed as follows:,"(formed, true)"
208,LU Factuality: Single patrols which consist of two people checking the outside area of the location.,"(checking, true); (consist of, true); (Single patrols, true)"
209,"LU Factuality: Common patrols which consist of one man and a dog, also checking the outside area of the location.","(checking, true); (consist of, true); (Common patrols, true)"
210,"LU Factuality: These patrols tour the area during specific times such as, dinner, dawn, dusk, and midnight.","(tour, true)"
211,"LU Factuality: The patrol should be armed with light weapon such as Kalashnikovs and RPGs, and cover the area on foot.","(should, true); (cover, true); (be armed, unknown)"
212,LU Factuality: Area Patrols,"(Area Patrols, true)"
213,LU Factuality: These patrols comb the greater area surrounding the location periodically; anywhere between 3 and four times a week The patrol should be lead by a security officer in order to take immediate actions if the need arises.,"(should, true); (comb, true); (be lead by, unknown); (need arises, false); (to take immediate actions, unknown)"
214,"LU Factuality: Also, the duty of area patrols is to discover new paths and shelters in the area in order to hide fighters after a Jihad operation against the enemy.","(Jihad operation, true); (is to discover, true); (duty, true); (to hide, unknown)"
215,LU Factuality: The area patrol is different from the single patrol in that:,"(is different from, true)"
216,LU Factuality: It has a vehicle equipped with a machine gun.,"(has a vehicle, true); (equipped with, true)"
217,"LU Factuality: It can use horses to canvass the area, but the patrol should be formed of 2 or 3 people at least.","(use, true); (should, true); (be formed, unknown); (to canvass, unknown)"
218,LU Factuality: Internal Protection,"(Internal Protection, true)"
219,LU Factuality: This kind of protection should be done without drawing attention so that people inside the location would feel at ease.,"(protection, true); (should, true); (drawing attention, true); (would, true); (feel at ease, unknown); (be done, unknown)"
220,LU Factuality: The location should have a fence with towers that is equipped with visual and aural equipment.,"(should, true); (equipped with, true); (have a fence, unknown)"
221,LU Factuality: First: Guarding,"(Guarding, true)"
222,LU Factuality: Second: Regulations for Visitors and their Belongings,"(Regulations, true)"
223,LU Factuality: A strict control system should cover the above items.,"(should, true); (cover, unknown)"
224,LU Factuality: Third: Defense Plan ­ Firefighting,"(Defense Plan, true)"
225,LU Factuality: A 70 meters long hose of one inch thickness should be placed next to each faucet.,"(should, true); (be placed, unknown)"
226,LU Factuality: Abu Khalil...Rida...Sa`d are responsible for the first faucet.  ,"(are responsible for, true)"
227,LU Factuality: Khaled...Abdul Muhaymen... al-Aswani are responsible for the second faucet.,"(are responsible for, true)"
228,LU Factuality: The other residents are responsible for the guests' quarters.,"(are responsible for, true)"
229,LU Factuality: Next to each faucet place 6 pails of sand for emergency use.,"(place, true)"
230,LU Factuality: A special water tank to be erected on top of Sheikh Said's kiosk.,"(erected, true)"
231,"LU Factuality: Place 3 fire extinguishers: one in the infirmary, one in the school and one in the guest house.","(Place, true)"
232,"LU Factuality: In case of fire, all people are evacuated to safe places.","(evacuated, true)"
233,LU Factuality: Separate furniture from the rest of the house if possible so the fire will not spread.,"(Separate, true); (not spread, true)"
234,LU Factuality: Train women on the use of lanterns and candles.,"(use of, true); (Train, true)"
235,LU Factuality: Matches and kerosene should be stored away from children.,"(should, true); (be stored, unknown)"
236,"LU Factuality: Women should be told that the best way to put our a fire is to cut off the oxygen supply to the flames, and therefore they should use wet blanket over the flames.","(is to cut off, true); (to put our, true); (should, true); (should, true); (use, unknown); (be told, unknown)"
237,"LU Factuality: In the absence of men at home, women and children should vacate the house as quickly as possible.","(should, true); (vacate, unknown)"
238,LU Factuality: Administration Staff Responsibilities:,"(Administration Staff Responsibilities, true)"
239,LU Factuality: Buy equipment and machinery soonest.,"(Buy, true)"
240,LU Factuality: Install the yanks and the faucets.,"(Install, true)"
241,LU Factuality: Firefighters Responsibilities:,"(Firefighters Responsibilities, true)"
242,LU Factuality: Firefighting training,"(Firefighting training, true)"
243,LU Factuality: Evacuation training.,"(Evacuation training, true)"
244,LU Factuality: Supervise the fire equipment in order to ensure:,"(Supervise, true); (to ensure, unknown)"
245,LU Factuality: It remains in place,"(remains, true)"
246,LU Factuality: Does not get damaged,"(not get damaged, true)"
247,LU Factuality: Run some tests to identify the negatives:,"(tests, true); (Run, true); (to identify, unknown)"
248,LU Factuality: The security team should:,"(should, true)"
249,"LU Factuality: Publish a periodic bulletin and distribute to all residents, advising them how to safely store gaz and logs.","(to safely store, true); (advising, true); (bulletin, true); (distribute, true); (Publish, unknown)"
250,LU Factuality: Keep the firefighters alert at all times.,"(alert, true); (Keep, unknown)"
251,LU Factuality: Report any thing that might be a fire hazard.,"(fire hazard, true); (Report, unknown)"
252,LU Factuality: Warn against the safety of children's toys.,"(safety, true); (Warn, unknown)"
253,LU Factuality: Urge everyone to take precautions and guard their homes tightly.,"(to take precautions, true); (guard, true); (Urge, unknown)"
254,LU Factuality: Defending the Location Plan,"(Location Plan, true); (Defending, true)"
255,LU Factuality: Securing supply of food and water.,"(Securing, true)"
256,LU Factuality: Supply mechanical and electronic equipment.,"(Supply, true)"
257,LU Factuality: Provide labor force.,"(Provide, true)"
258,LU Factuality: Provide security to top dignitaries.,"(Provide, true); (security, true)"
259,LU Factuality: Control pests.,"(Control, true)"
260,LU Factuality: Spying:,"(Spying, true)"
261,LU Factuality: Recruiting,"(Recruiting, true)"
262,LU Factuality: Placing Spies,"(Placing, true)"
263,LU Factuality: This is an employment contract between AL QAEDA and a potential recruit.,"(employment contract, true)"
264,"LU Factuality: It contains a definition of AL QAEDA organization, and six main points: 1-Duties.","(contains, true); (Duties, true); (definition, true)"
265,LU Factuality: Holidays.,"(Holidays, true)"
266,LU Factuality: Advice.,"(Advice, true)"
267,LU Factuality: Reward and Punishment.,"(Reward and Punishment, true)"
268,LU Factuality: Pledge.,"(Pledge, true)"
269,LU Factuality: An Islamic group with an aim of Jihad.,"(Jihad, true); (aim, true)"
270,"LU Factuality: Carrying out Jihad is the main reason the members of AL-QAEDA have gathered , together with performing the different duties of Islam as much as possible, shouldering together the duty of Jihad and preparing the efficient duties during conflicts.","(is the main reason, true); (gathered, true); (Carrying out, true); (Jihad, true); (shouldering, true); (duty, true); (performing, true); (duties, true); (duties, true); (conflicts, true); (Jihad, true); (preparing, true)"
271,LU Factuality: Its belief: ,"(belief, true)"
272,"LU Factuality: The faith of Sunna and Jama'a (group) in general, and in detail following the example of the worthy ancestors.","(following, true); (faith, true)"
273,LU Factuality: Objectives of  AL QAEDA:  ,"(Objectives, true)"
274,"LU Factuality: Support God's religion, establishment of Islamic rule, and restoration of the Islamic Caliphate, God willing.","(Support, true); (God willing, unknown); (Islamic rule, true); (Islamic Caliphate, true); (restoration, true); (establishment, true)"
275,LU Factuality: AL QAEDA's sphere of activity : ,"(activity, true)"
276,LU Factuality: International and transitional according to AL QAEDA's policy.,"(policy, true); (according to, true)"
277,LU Factuality: Requirements of joining AL QAEDA: ,"(joining, true); (Requirements, true)"
278,"LU Factuality: Abiding by AL QAEDA rules, its beliefs and objectives as previously mentioned.","(beliefs, true); (Abiding by, true); (mentioned, true); (objectives, true)"
279,"LU Factuality: Obedience to the leaders in charge as much as possible, without disobeying Islamic rules.","(possible, true); (Obedience, true); (disobeying, true)"
280,LU Factuality: No connection between AL QAEDA membership and any other Islamic group.,"(membership, true); (connection, true)"
281,LU Factuality: Maintain secrecy in work-related issues.,"(Maintain, true); (issues, true)"
282,LU Factuality: Physically healthy (except in administrative work) ,"(Physically healthy, true); (administrative work, true)"
283,"LU Factuality: The candidate should not be in question when it comes to religion, integrity or his morality.","(comes to, true); (should not, true); (be in question, unknown)"
284,LU Factuality: Reciting the pledge of AL-QAEDA.,"(Reciting, true); (pledge, true)"
285,LU Factuality: AL-QAEDA's  Regulations and Instructions:  ,"(Regulations and Instructions, true)"
286,LU Factuality: Duties ,"(Duties, true)"
287,"LU Factuality: Preserving the unity of AL QAEDA is an important and legitimate goal, which occurs by fearing God in private as well as in public.","(occurs, true); (fearing, true); (Preserving, true); (unity, true); (is an important and legitimate goal, true)"
288,"LU Factuality: This is fulfilled  through humbleness and flexibility towards the brothers and the rest of the Muslims, good manners, rejection of disputes, and mutual agreement and settlement of differences.","(fulfilled, true); (humbleness, true); (settlement, true); (agreement, true); (differences, true); (good manners, true); (flexibility, true); (disputes, true); (rejection, true)"
289,"LU Factuality: Preserving Islamic morals and avoiding means of corruption and bad companions, through verification  and confirmation of news.","(Preserving, true); (confirmation, true); (avoiding, true); (verification, true); (corruption, true)"
290,LU Factuality: To observe good conduct and filial piety even if they were infidels.,"(To observe, true); (piety, true); (conduct, true); (were infidels, true)"
291,LU Factuality: Adherence to eating Islamic Halal food (T.C: Koranic verse).,"(eating, true); (Adherence, true)"
292,LU Factuality: Maintaining physical fitness and military exercises as much as possible.,"(as much as possible, true); (fitness, true); (exercises, true); (Maintaining, true)"
293,"LU Factuality: Do not talk about work assigned by AL-QAEDA with others, even if they are AL-QAEDA members.","(not talk about, true); (are AL-QAEDA members, true); (work, true); (assigned by, true)"
294,"LU Factuality: The only person you can discuss work with is your direct commander (Amir), unless you  are asked to do otherwise or if your work demands participation of others, and then through guidance of the leadership.","(to do, true); (work, true); (work, true); (asked, true); (discuss, true); (leadership, true); (guidance, true); (participation, true); (demands, true)"
295,"LU Factuality: The call to adhere to Islam in general, and spreading the concept of Jihad specifically, starts with relatives and friends.","(Jihad, true); (spreading, true); (to adhere, true); (call, true); (starts, true)"
296,"LU Factuality: You may not be able to do this, if your work demands extreme secrecy, like Naeem IBn Mas'uud (May God bless him).","(demands, true); (work, true); (may, true); (May God bless him, unknown); (not be able, false); (to do, false)"
297,LU Factuality: Safeguard AL-QAEDA's general funds and do not mishandle these funds.,"(not mishandle, true); (Safeguard, true)"
298,"LU Factuality: Sincerity in providing advice to commanders and to your brethren in AL-QAEDA, without harboring deception.","(advice, true); (providing, true); (harboring deception, true)"
299,LU Factuality: Vacations ,"(Vacations, true)"
300,"LU Factuality: The married have a vacation by rotation for a week every three weeks, and in certain cases AL-QAEDA may deny this vacation for four months.","(may, true); (have a vacation, true); (vacation, true); (deny, false)"
301,LU Factuality: A bachelor can have a vacation by rotation for five days every month.,"(have a vacation, true)"
302,LU Factuality: ALQAEDA may deny his request for vacation in certain cases.,"(vacation, true); (request, true); (may, true); (deny, false)"
303,LU Factuality: Request for vacation travel should be submitted two and a half  months before the travel date.,"(Request, true); (should, true); (vacation travel, true); (be submitted, unknown)"
304,"LU Factuality: The request would only be considered if it had been submitted in a timely manner as indicated, except in special cases.","(would, true); (request, true); (indicated, true); (submitted, true); (be considered, unknown)"
305,"LU Factuality: The salary of a married Mujahed brother is 6500 Pakistani Rupee, and 500 Rupee for every newborn.","(is 6500 Pakistani Rupee, true)"
306,LU Factuality: Salary of the bachelor Mujahed is 1000 Pakistani Rupee ,"(is 1000 Pakistani Rupee, true)"
307,LU Factuality: The bachelor Mujahed qualifies for a round trip ticket to his country after one year from joining the organization.,"(qualifies, true); (joining, true)"
308,LU Factuality: He can take a one month vacation.,"(take, true); (vacation, true)"
309,"LU Factuality: He doesn't get reimbursed if the ticket is not used, but he has the right to change it to a ticket to perform the pilgrimage.","(has the right, true); (to change, true); (pilgrimage, true); (get reimbursed, true); (not used, true); (to perform, unknown)"
310,LU Factuality: This period starts from the date of  joining AL-QAEDA.,"(starts, true); (joining, true)"
311,"LU Factuality: The married Mujahed and his family qualify for round trip tickets to their country of origin after two years, and one month vacation.","(qualify, true)"
312,LU Factuality: Tickets can not be reimbursed if unused.,"(not be reimbursed, true); (unused, true)"
313,LU Factuality: The brother who wants to leave AL-QAEDA without a legitimate excuse does not qualify for financial assistance or any of the previously mentioned privileges .,"(mentioned, true); (financial assistance, true); (not qualify, true); (wants, true); (to leave, unknown)"
314,LU Factuality: Reward and Punishment ,"(Reward and Punishment, true)"
315,LU Factuality: AL-QAEDA missions and its different plans proceed according to Islamic law provision.,"(provision, true); (according to, true); (proceed, true); (plans, true); (missions, true)"
316,"LU Factuality: Disputes related to AL-QAEDA missions between member brethren should be judged by qualified personnel, which is carried out by the immediate commander (Amir) of the conflicting parties.","(related to, true); (Disputes, true); (carried out, true); (should, true); (missions, true); (be judged by, unknown)"
317,LU Factuality: He must inform the officials to settle the matter.,"(must, true); (inform, unknown); (to settle, unknown)"
318,LU Factuality: Personal disputes between member brethren could be judged by qualified members of AL-QAEDA or outsiders.,"(disputes, true); (could, true); (be judged by, false)"
319,LU Factuality: Corrupted courts should not judge the matter.,"(should not, true); (judge, unknown)"
320,LU Factuality: All members commanders as well as subordinates must obey these rules.,"(must, true); (obey, unknown)"
321,LU Factuality: Advice ,"(Advice, true)"
322,"LU Factuality: Maintain provision of legitimate justice, and justice is the establishing the human's behavior in religion.","(justice, true); (is the establishing the human's behavior in religion, true); (provision, true); (justice, true); (Maintain, true)"
323,LU Factuality: Two points are considered: ,"(considered, true)"
324,LU Factuality: Piety in religion:   ,"(Piety, true)"
325,LU Factuality: Perform religious duties according to certain supererogatory exercises of devotion.,"(according to, true); (exercises, true); (Perform, true); (religious duties, true)"
326,"LU Factuality: Avoid the forbidden, one should abstain from great or minor sins.","(should, true); (Avoid, true); (sins, true); (abstain from, unknown)"
327,LU Factuality: Practising chivalry:  i,"(Practising, true)"
328,LU Factuality: One should adopt whatever makes him look good and avoid what degrades him.,"(degrades, true); (makes, true); (should, true); (avoid, true); (look good, true)"
329,LU Factuality: Exert your utmost and every conceivable effort for the sake of achieving the rightful objectives of ALQAEDA.,"(objectives, true); (Exert, true); (sake, true); (effort, true); (achieving, unknown)"
330,LU Factuality: The sign of truth is: ,"(sign, true); (is, true)"
331,LU Factuality: Your effort in serving your religion is greater than the effort exerted in your worldly matters and your family.,"(effort, true); (matters, true); (serving, true); (is greater, true); (effort, true); (exerted in, true)"
332,LU Factuality: Your effort in serving your religion should be greater than the effort exerted by the infidels to support their lies .,"(effort, true); (exerted by, true); (effort, true); (serving, true); (should, true); (be greater, unknown); (to support, unknown)"
333,"LU Factuality: Thorough study of legal curricula, and utilizing time in doing this, and thereby providing the Muslim brother with an Islamic vision for contemporary events.","(doing, true); (providing, true); (Islamic vision, true); (contemporary events, true); (study, true); (utilizing, true)"
334,"LU Factuality: Knowledge without work is a burden on the person, and knowledge without work is useless.","(is useless, true); (work, true); (knowledge, true); (is a burden, true); (work, true); (Knowledge, true)"
335,"LU Factuality: If you are a specialist in any field, then you have to master your specialization.","(have, true); (are a specialist, true); (to master, unknown)"
336,"LU Factuality: If you could serve the objectives of AL-QAEDA  through your specialization, than inform your leadership of that.","(inform, true); (objectives, true); (could, true); (serve, false)"
337,"LU Factuality: The brethren are advised to avoid disagreement and argument in religion, discussing  religion without proper knowledge is prohibited , and questions of differences are referred to powerful knowledgeable leaders.","(discussing, true); (argument, true); (disagreement, true); (to avoid, true); (advised, true); (differences, true); (referred to, true); (knowledge, true); (prohibited, true)"
338,LU Factuality: The pledge ,"(pledge, true)"
339,LU Factuality: Its legitimacy and its purpose:   ,"(purpose, true)"
340,LU Factuality: The legitimacy of the pledge: ,"(pledge, true)"
341,LU Factuality: Pledges among Muslims concerning obedience and permissibility is legitimate and conceivable so that every party trusts the other.,"(trusts, true); (is legitimate, true); (conceivable, true); (obedience, true); (permissibility, true); (Pledges, true)"
342,"LU Factuality: So if a Muslim vows to do something, he must fulfill it.","(must, true); (vows, true); (fulfill, unknown); (to do, unknown)"
343,LU Factuality: The purpose of the pledge: ,"(purpose, true); (pledge, true)"
344,"LU Factuality: Matters subject to pledge are either legitimate or permissible duties, legitimate duties like Jihad and obedience to leaders is first in importance.","(subject, true); (pledge, true); (Matters, true); (Jihad, true); (obedience, true); (are either legitimate or permissible duties, true); (duties, true); (is first in importance, true)"
345,"LU Factuality: A legitimate duty for a Muslim and a pledge conforms what is a duty by law, and it is a duty even if it is not subject to a pledge.","(pledge, true); (conforms, true); (duty, true); (is not subject, true); (pledge, true); (is a duty, true); (is a duty, true)"
346,"LU Factuality: According to what has been previously mentioned, than AL-QAEDA secures the pledge of its followers, which includes commitment to its policies and objectives preceded by the commander's (Amir) pledge.","(pledge, true); (secures, true); (mentioned, true); (According to, true); (objectives, true); (policies, true); (commitment to, true); (includes, true); (pledge, true); (preceded by, true)"
347,"LU Factuality: I pledge by God's creed to become a Muslim soldier to support God's religion, and may God 's word be the most supreme.","(creed, true); (pledge, true); (be the most supreme, true); (may God 's word, unknown); (to support, unknown); (to become a Muslim soldier, unknown)"
348,"LU Factuality: I pledge to adhere to the holy book  and Assuna and commit to the brothers committed with us in this mission, so God is my witness.","(pledge, true); (commit to, unknown); (to adhere, unknown); (committed, true); (God is my witness, unknown)"
349,LU Factuality: An oath from the Mujahed brother: ,"(oath, true)"
350,"LU Factuality: I vow by God's creed to obey those responsible in this mission, in thick and thin, and thereupon may God 's word be most supreme.","(vow, true); (may God 's word, unknown); (to obey, unknown); (be most supreme, true); (creed, true); (mission, true)"
351,"LU Factuality: By supporting God's religion, I am a warrior in this mission regardless of my position, as long as the work is existing.","(supporting, true); (am a warrior, true); (mission, true); (is existing, true); (work, true)"
352,"LU Factuality: I have to preserve the secrecy of work in AL-QAEDA , so God is my witness.","(to preserve, unknown); (God is my witness, unknown); (have, true); (work, true)"
353,LU Factuality: Seven: Breaking the pledge ,"(Breaking, true); (pledge, true)"
354,LU Factuality: The sin of the Breaker of the pledge (Suraat Alraa'd) (Albukhari) (Fath Albari 418/4) ,"(sin, true); (Breaker, true); (pledge, true)"
355,LU Factuality: Our last prayer is to thank God the creator of the universe.,"(is, true); (to thank, unknown)"
356,"LU Factuality: In the name of Allah, the Most Benevolent, ever Merciful","(In the name of Allah, the Most Benevolent, ever Merciful, unknown)"
357,"LU Factuality: Praise Allah, and prayer and peace upon the Messenger sent by Allah","(sent, true); (Praise Allah, unknown); (prayer and peace upon the Messenger, unknown)"
358,LU Factuality: Take refuge in Allah from the accursed Satan,"(Take refuge, true)"
359,"LU Factuality: ""So, fight them till all opposition ends, and obedience is wholly Allah's"".","(obedience, false); (is wholly Allah's, false); (fight, false); (ends, false); (opposition, false)"
360,"LU Factuality: ""If they break their pledge after giving their word and revile your faith, fight these specimens of faithlessness, for surely their oaths have no sanctity: they may happily desist.""","(faithlessness, false); (oaths, false); (have no sanctity, false); (may, false); (desist, unknown); (break, false); (pledge, false); (giving, false); (revile, false); (fight, false); (faith, false)"
361,"LU Factuality: ""Fight them so that Allah may punish them at your hands, and put them to shame, and help you against them, and heal the woundsi of the hearts of the believers, And remove the anger from their breasts; for Allah turns to whosoever desires . Allah is all- knowing and all - wise.""","(Fight, false); (may, false); (put, false); (punish, unknown); (is all- knowing and all - wise, false); (desires, false); (turns to, false); (anger, false); (remove, false); (wounds, false); (heal, false); (help, false); (to shame, false)"
362,"LU Factuality: ""What has happened to you, O believers, that when you are asked to set out in the cause of Allah your feet begin to drag ? ","(to drag, false); (begin, false); (cause, false); (to set out, false); (asked, false); (happened, unknown)"
363,LU Factuality: Do you find the life of the world so pleasing that you forget the life to come ? ,"(to come, unknown); (forget, unknown); (pleasing, unknown); (find, unknown)"
364,"LU Factuality: Yet the profit of the life of this world is but meager as compared to the life to come.  "" ","(is but meager, false); (compared to the life to come, false)"
365,"LU Factuality: An Islamic Group, its only mission is Jihad, because Jihad is one of the basic purposes for which Al Qaeda personnel come together.","(is Jihad, true); (mission, true); (come, true); (is one of the basic purposes, true); (Jihad, true)"
366,"LU Factuality: In addition, they perform other Islamic duties if possible.","(Islamic duties, true); (perform, true)"
367,LU Factuality: Jihad will take precedence over other duties in case of interference.,"(duties, true); (Jihad, true); (take precedence over, true); (interference, false)"
368,LU Factuality: Its belief:,"(belief, true)"
369,"LU Factuality: The belief of the Sunnite and the assembled people in general and in detail, and following the traditions of the noble ancestors.","(belief, true); (traditions, true); (following, true)"
370,LU Factuality: Goals of Al Qaeda:,"(Goals, true)"
371,"LU Factuality: The victory of the mighty religion of Allah, the establishment of an Islamic Regime and the restoration of the Islamic Caliphate, God willing.","(Caliphate, true); (God willing, unknown); (restoration, true); (establishment, true); (Islamic Regime, true); (victory, true)"
372,LU Factuality: Al Qaeda work parameters:,"(work parameters, true)"
373,"LU Factuality: International and in gradual stages, depending on Al Qaeda policies.","(depending on, true)"
374,LU Factuality: Conditions for admission into Al Qaeda:,"(admission, true)"
375,"LU Factuality: The compliance with Al Qaeda beliefs and goals, as have been explained previously.","(goals, true); (beliefs, true); (explained, true); (compliance with, true)"
376,LU Factuality: Subordination and obedience to the higher command without rebellion against God's way.,"(Subordination, true); (rebellion, true); (obedience to, true)"
377,LU Factuality: It is forbidden to have membership with another Islamic Group beside Al Qaeda membership.,"(to have membership, true); (forbidden, true); (membership, true)"
378,LU Factuality: Operation Security.,"(Operation Security, true)"
379,LU Factuality: Good physical fitness (except in administration ( [sic],"(physical fitness, true)"
380,"LU Factuality: The candidate must not be suspected of lacking religion, fairness and morality.","(must not, true); (lacking, true); (fairness, true); (morality, true); (be suspected of, unknown)"
381,LU Factuality: Taking the pledge of allegiance.,"(pledge, true); (Taking, true)"
382,LU Factuality: Articles and Instructions of Al Qaeda,"(Instructions, true); (Articles, true)"
383,LU Factuality: Duties,"(Duties, true)"
384,LU Factuality: It is important and religiously rightful to keep Al Qaeda united.,"(is important and religiously rightful, true); (to keep Al Qaeda united, true)"
385,LU Factuality: That will come by fearing God in private and in public.,"(fearing, true); (come by, true)"
386,"LU Factuality: The mighty Allah said, ""Who fears Allah, Allah will remove his bad deeds and reward him with good deeds.  "" ","(said, true); (reward, false); (bad deeds, false); (good deeds, false); (remove, false); (fears, false)"
387,"LU Factuality: And it will come by being friendly with Al Qaeda brothers and all Muslims, by best behavior, avoiding differences, cooperation and working for the good of the group.","(cooperation, true); (avoiding differences, true); (best behavior, true); (being friendly, true); (working for, true); (come by, true)"
388,"LU Factuality: [Prophet Mohammd] said, peace upon him, ""Love and compassion and sympathy between believers is like the human body: if one part of the body is sick, all the other parts of the body will come to its aid.  "" mutafaq aley / agreed upon.","(said, true); (peace upon him, unknown); (sympathy between, false); (compassion, false); (Love, false); (come to, false); (is sick, false); (is like, false); (believers, false); (agreed, true); (aid, false)"
389,"LU Factuality: Maintaining good Islamic behavior, avoiding all forms of belligerent play, avoiding bad company and confirming any news to the smallest detail.","(confirming, true); (avoiding, true); (belligerent play, true); (avoiding, true); (behavior, true); (Maintaining, true)"
390,"LU Factuality: Mighty Allah said, ""O believers, if a sinner comes to you with news, verify it first, lest you attack someone ignorantly and later regret it.  "" ","(said, true); (attack, false); (verify, false); (comes, false); (believers, false); (regret, false)"
391,LU Factuality: Maintaining good moral characteristics and obedience to the parents even if they are infidels.,"(are infidels, true); (obedience to, true); (Maintaining, true)"
392,LU Factuality: Eating kosher food.,"(Eating, true)"
393,"LU Factuality: Prophet Mohammad said, ""Allah is good, and He only accepts the good.""","(said, true); (accepts, false); (is good, false)"
394,LU Factuality: Maintaining as good physical fitness and military training as possible.,"(Maintaining, true); (physical fitness, true); (military training, true)"
395,"LU Factuality: Do not talk about work which is delegated to you to anybody, even with Al Qaeda members.","(work, true); (delegated to, true); (not talk about, true)"
396,LU Factuality: The only person you are authorized to talk to is your direct superior.,"(is your direct superior, true); (authorized, true); (to talk to, true)"
397,"LU Factuality: If you have been delegated to a mission with other people, talking among the group must be supervised by the command.","(delegated to, true); (must, true); (mission, true); (talking, true)"
398,"LU Factuality: Maintaining strong hold on your Islamic faith in general and the call for Al Jihad ideology in particular, starting with your relatives and friends.","(Maintaining, true); (Al Jihad ideology, true); (Islamic faith, true); (hold, true); (starting with, true); (call, true)"
399,"LU Factuality: Mighty Allah said, ""Warn your close relatives.  "" ","(said, true); (Warn, false)"
400,LU Factuality: Sometimes you will be prevented from spreading these ideologies because your work requires too much secrecy.,"(requires, true); (work, true); (ideologies, true); (spreading, true); (be prevented from, true)"
401,LU Factuality: Guard the public money belonging to Al Qaeda.,"(belonging to, true); (Guard, true)"
402,"LU Factuality: The Messenger of Allah said, peace upon him, ""The people who waste Allah's money, their reward will be the fire on Judgment Day.  "" ","(said, true); (peace upon him, unknown); (reward, false); (Judgment Day, false); (waste, false); (be the fire, false)"
403,"LU Factuality: Give good advice to your superiors and Al Qaeda brothers, and don't deceive them.","(Give, true); (n't deceive, true); (advice to, true)"
404,LU Factuality: Vacations,"(Vacations, true)"
405,LU Factuality: Take refuge in Allah from the accursed Satan.,"(refuge in, true); (refuge in, true)"
